id,question,gt,predicted,sas,model
9_1,Why is statistics important?,"The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results.","The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses,",1,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
12_7,What is the success rate of LASIK?,"The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LASIK has an unprecedented 96 percent patient satisfaction rate – the highest of any elective procedure.",The LASIK success rate – or LASIK outcomes – is well understood with literally thousands of clinical studies looking at visual acuity and patient satisfaction.,0.82,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
12_7,What is the success rate of LASIK?,"The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LASIK has an unprecedented 96 percent patient satisfaction rate – the highest of any elective procedure.","The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LAS",0.91,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
12_7,What is the success rate of LASIK?,"The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LASIK has an unprecedented 96 percent patient satisfaction rate – the highest of any elective procedure.",The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better.,0.87,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
12_7,What is the success rate of LASIK?,"The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LASIK has an unprecedented 96 percent patient satisfaction rate – the highest of any elective procedure.",The latest research reports 99 percent of LASIK patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better.,0.96,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
13_1,What is tofu exactly?,"Made from soybeans, tofu is also known as bean curd.",Tofu is a soy-based food.,0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
13_1,What is tofu exactly?,"Made from soybeans, tofu is also known as bean curd.",Tofu is a type of soy sauce made from soy beans and rice.,0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
13_1,What is tofu exactly?,"Made from soybeans, tofu is also known as bean curd.",Tofu is a food made from soybeans.,0.88,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.","Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt.",0.94,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.",Tofu is made from soybeans.,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.",Tofu is made from soy beans in a process similar to making cheese.,0.87,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.","Made from soybeans, tofu is also known as bean curd.",0.87,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.","Tofu is made from soy beans in a process similar to making cheese. The soy milk is used and pressed into blocks of different textures, from soft to extra thick.",0.89,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.","Tofu is made from soy beans in a process similar to making cheese. The soy milk is used and pressed into blocks of different textures, from soft to extra viscous.",0.89,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.","The traditional way to make tofu involves steam-treating the soybeans, adding soy sauce and water, and then drying the skins.",0.81,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.",Tofu is made by curdling soy milk.,0.87,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.","Tofu is usually made from soybean oil, soybean meal, or vegetable oil.",0.84,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
13_2,How is tofu made?,"Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.",Tofu is made from soy beans.,0.84,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
13_6,Can I eat tofu raw?,"Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu.",You can eat tofu raw.,0.91,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
13_6,Can I eat tofu raw?,"Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu.",The best type of tofu to be eaten in its raw form is the silken and soft block tofu.,0.82,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
13_6,Can I eat tofu raw?,"Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu.",can we eat tofu in its raw form? is it safe to eat raw tofu,0.83,rali-scai-qrecc21-test-dataset-rewritten-2021-07-20-rali-qa-no-run-identifier-2021-09-09-13-01-07
13_6,Can I eat tofu raw?,"Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu.","yes, you can eat raw tofu",0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it",Common ways to cook tofu include steaming or broiling.,0.83,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it","The most common ways to cook tofu are stir-frying, baking, grilling, and scrambling.",0.91,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it","The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scram",0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it","The most common methods for cooking tofu are stir-frying, baking, grilling, and scrambling.",0.92,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it","The most common methods to cook tofu are stir-frying, baking, and scrambling.",0.9,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it",The most common ways to cook tofu is by steaming or boiling.,0.82,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it",there are many different ways to cook tofu. steamed or stir-fried is one,0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
13_7,What are common ways to cook tofu?,"The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it","Cooking tofu is an ideal choice for pan-frying, stir-frying, baking, grilling, and scrambling.",0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,Tofu is popular in Asian cuisine.,0.87,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,"Tofu is eaten around the world, particularly in East Asia.",0.87,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,Tofu is an extremely popular food in China over 2000 years and experts believe that it’s production began sometime during the Han dynasty (206-220BC).,0.95,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that,0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,Tofu is an extremely popular food throughout almost all of Asia.,0.9,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,"In China, tofu is an extremely popular food throughout almost the all of Asia.",0.91,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,Asian cuisine is an extremely popular food throughout almost the all of Asia. Tofu is an extremely popular food throughout almost the all of Asia.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,getty images tofu is an extremely popular food throughout almost the all of asia,0.84,rali-scai-qrecc21-test-dataset-rewritten-2021-07-20-rali-qa-no-run-identifier-2021-09-09-13-01-07
13_8,In what cuisines is tofu popular?,Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty,"In Chinese cuisine, tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty (206-220BC).",0.99,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.","tofu is a good source of protein, calcium, iron, magnesium, and many other important nutrients.",0.94,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.",Tofu is a good source of protein and contains all four essential amino acids. It is also a valuable plant source of iron and calcium and,0.98,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.","Tofu is a good source of protein. It's also a source of iron, calcium, magnesium, and potassium.",0.97,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.",Tofu is a good source of protein. It is also a good source of calcium.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-05-06
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.","tofu is a popular source of calcium, iron, vitamin C, zinc, manganese, iron, vitamin B6, vitamin B12, vitamin B6, vitamin B12, vitamin B12, vitamin B6, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin B12, vitamin",0.81,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.","Tofu is a good source of protein. It also contains minerals such as calcium, magnesium, iron, and potassium.",0.96,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
13_9,Is tofu good for you?,"Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.","Tofu is high in protein, which lowers your blood sugar and lowers your risk of diabetes. It also contains calcium, which lowers your risk of heart disease.",0.81,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
14_5,"Describe core, aggregator and edge switches.","In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches.","In a data center architecture, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks",0.86,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
14_5,"Describe core, aggregator and edge switches.","In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches.","The Distribution and Aggregation Layer In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices.",0.96,simple-scai-qrecc21-test-dataset-rewritten-2021-07-20-scai-qrecc21-simple-baseline-no-run-identifier-2021-07-21-08-58-25
14_5,"Describe core, aggregator and edge switches.","In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches.","Core switches are used to distribute network traffic, aggregation switches are used to distribute network traffic, and edge switches are used to distribute network traffic.",0.85,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
15_1,Tell me about the International Linguistics Olympiad.,"The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics.",The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since,0.91,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
15_1,Tell me about the International Linguistics Olympiad.,"The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics.",The International Linguistics Olympiad (IOL) is an inter-university competition for students in the field of linguistics.,0.9,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
15_1,Tell me about the International Linguistics Olympiad.,"The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics.",The International Linguistics Olympiad (IOL) is an international linguistics competition.,0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
15_1,Tell me about the International Linguistics Olympiad.,"The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics.",The International Linguistics Olympiad (IOL) is an inter-university competition for students interested in linguistics.,0.9,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-04-10-38-07
15_6,Who was Panini and what were his contributions?,"Panini was a Sanskrit grammarian who gave a comprehensive and scientific theory of phonetics, phonology, and morphology. Sanskrit was the classical literary language of the Indian Hindus and Panini is considered the founder of the language and literature.","Panini was a Sanskrit grammarian who gave a comprehensive and scientific theory of phonetics, phonology, and",0.93,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
15_6,Who was Panini and what were his contributions?,"Panini was a Sanskrit grammarian who gave a comprehensive and scientific theory of phonetics, phonology, and morphology. Sanskrit was the classical literary language of the Indian Hindus and Panini is considered the founder of the language and literature.",Panini is best known for his contributions to the study of Sanskrit grammar.,0.89,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
15_6,Who was Panini and what were his contributions?,"Panini was a Sanskrit grammarian who gave a comprehensive and scientific theory of phonetics, phonology, and morphology. Sanskrit was the classical literary language of the Indian Hindus and Panini is considered the founder of the language and literature.",Panini was a Sanskrit grammarian who lived in the 4th century BC. He is considered the father of Indian grammar.,0.91,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
15_7,What is the link between linguistics and computer science?,"Linguistics and computer science both study the formal properties of language. As such, the two disciplines share concepts, terminology, and methods.",Linguistics is closely related to computer science.,0.8,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
15_7,What is the link between linguistics and computer science?,"Linguistics and computer science both study the formal properties of language. As such, the two disciplines share concepts, terminology, and methods.",Linguistics is the study of language. Computer science is the study of computers.,0.8,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
15_7,What is the link between linguistics and computer science?,"Linguistics and computer science both study the formal properties of language. As such, the two disciplines share concepts, terminology, and methods.",The link between linguistics and computer science is that linguistics and computer science are closely related.,0.84,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
16_1,What is a normal blood sugar level?,What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating.,"Normal blood sugar is the amount of glucose that is in your blood, and understanding what normal blood sugar levels after eating are can help you monitor this factor and prevent any medical complications.",0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
16_1,What is a normal blood sugar level?,What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating.,"A normal blood sugar level is the amount of glucose that is in your blood, and understanding what normal blood sugar levels after eating are can help you monitor this factor and prevent any medical complications.",0.85,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
16_1,What is a normal blood sugar level?,What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating.,Normal blood sugar levels are between 70 and 100 milligrams per deciliter.,0.81,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
16_1,What is a normal blood sugar level?,What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating.,normal blood sugar levels after eating normal blood sugar levels after eating blood sugar is the amount of glucose that is in your blood,0.84,rali-scai-qrecc21-test-dataset-rewritten-2021-07-20-rali-qa-no-run-identifier-2021-09-09-13-01-07
16_3,What is a dangerous level for blood sugar?,A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action.,A blood sugar level below 70 mg/dL is low and can harm you.,0.94,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
16_3,What is a dangerous level for blood sugar?,A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action.,A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54,0.96,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
16_3,What is a dangerous level for blood sugar?,A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action.,a dangerous level for blood sugar is around 300 mg/dL.,0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
16_3,What is a dangerous level for blood sugar?,A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action.,A dangerous level of normal blood sugar is less than 200 mg/dl.,0.83,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
16_5,How fast can blood sugar levels rise?,"Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour.",Blood sugar levels can rise as quickly as three hours after a meal.,0.9,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
16_5,How fast can blood sugar levels rise?,"Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour.",Blood sugar can rise quickly. It can take as little as a few seconds to reach your optimal blood glucose level.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
16_5,How fast can blood sugar levels rise?,"Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour.",Normal blood glucose levels can rise in the human body as fast as eight hours after eating.,0.83,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
17_1,What are the different forms of energy?,"Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on.","Various forms of energy such as light, heat, sound, electrical, nuclear, chemical, etc are briefly explained.",0.87,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
17_1,What are the different forms of energy?,"Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on.",There are different forms of energy.,0.83,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
17_1,What are the different forms of energy?,"Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on.","Examples of these are: light energy, heat energy, mechanical energy, electrical energy, sound energy, chemical energy, nuclear or",0.97,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
17_1,What are the different forms of energy?,"Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on.","The different forms of energy are heat, electricity, and light.",0.83,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
17_1,What are the different forms of energy?,"Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on.","The different forms of energy include biomass energy, renewable energy, and kinetic energy.",0.8,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
17_3,What type of energy is used in motion?,"Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",Motion energy is the energy stored in moving objects.,0.94,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
17_3,What type of energy is used in motion?,"Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.","Motion energy – also known as motion energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",0.97,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
